feature1,feature2,target
6.091022444023143,2.932440510025939,1
4.981634812005261,3.8493405231566182,1
-6.589852334254857,-4.804708794630509,2
4.189813364748858,2.5960196162882307,1
-8.358213436931111,-5.7363555500690175,2
-6.697760936092775,-6.6318890069756105,2
-7.5302697602730975,-7.367234977040643,2
4.154515288398998,2.0550438233270545,1
-3.038957826819789,9.527553561311679,0
-4.059861054118883,9.082849103004351,0
-5.192485556078705,-5.998469836326496,2
5.154914103436761,2.486955634852941,1
-2.6248459054409907,8.713182432609035,0
-7.755245444536028,-8.262909324240283,2
4.5253389909754835,3.2109859959141938,1
-6.30255506397073,-7.083154979318939,2
3.9245751269681333,2.652767432875408,1
-6.942306288424442,-5.924967272774708,2
-6.050221609967781,-9.091244902283831,2
4.531118687771244,2.3748814060396732,1
4.422197633000881,3.071946535927922,1
-2.267235351486716,7.101005883540525,0
-1.031303578311234,8.496015909924676,0
-4.234115455565783,8.451998598957351,0
-7.740040556435223,-7.264665137505772,2
-4.4279688383517914,8.987772252749107,0
-1.7181656760097033,8.104898673403584,0
6.225895652373453,0.735354185113883,1
-3.5220287433871738,9.328533460793597,0
4.950786401826106,3.448525900890284,1
-8.394818253349822,-5.513235325831422,2
-2.5450236621627016,10.57892978401233,0
-6.513028945054422,-7.819989379603302,2
4.962597396566191,1.145938740388409,1
-3.9245683651031644,8.593640805432964,0
6.405333076509198,2.3781513949016877,1
4.168840530609779,2.2052196212983683,1
-7.11857523801768,-7.787673255317545,2
-3.9877196134201776,8.294441919803615,0
5.593880599721304,2.62456093524653,1
-1.883530275287744,8.15712857178204,0
-5.700330007087444,-6.812591111865838,2
4.715683394421828,1.2960079724286202,1
3.6583701851801504,2.435273158204003,1
4.199834349531118,2.1039102612268232,1
-6.861208811961719,-5.203672281000664,2
-1.0435488541311961,8.788509827711788,0
-1.6956804056830803,7.783421811764368,0
4.753396181479349,2.6353003584617785,1
-6.542024529076068,-7.291986559398414,2
5.321831807523065,1.662902927347276,1
-7.472021115390139,-7.744100362955763,2
-2.6704833347187593,9.418336985012862,0
-5.128942727142494,9.836188632573547,0
-7.149034025595828,-6.1625673374799845,2
-5.251011645579978,-8.260211051490838,2
-3.837383671951181,9.211147364067447,0
-3.189222344631241,9.246539825359326,0
-1.4261463798774732,10.068088180233227,0
-4.914902058234881,-6.844846041304218,2
-6.466192287927569,-5.003313780717881,2
-0.6434231119079936,9.48811904911011,0
-6.831105563206443,-7.711059709686984,2
4.8639713180385185,1.9857620847225268,1
-6.01002127104561,-5.524471734470996,2
-1.3506020440453461,8.193603809846612,0
1.3986114961590288,0.9487820426064422,1
-5.821202704301682,-8.63884907969906,2
-2.1655793334842888,7.251245972835589,0
-0.9299848075453587,9.781720857351232,0
4.431756585870826,1.480168749281899,1
